9	1432 1886 2403 2904 3593	Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace.
8	1432 1886 2403 2904 3593	Take the helmet of salvation and the sword of the Spirit, which is the word of God.
6	2904 3593 3594 3887 4207	Put on the full armor of God, so that you can take your stand against the devil�s schemes.
3	1338 3451 3452	Explore further.
3	1432 1886 2403	Put on the full armor of God so that you can take your stand against the devil�s schemes.
2	1267 1274	Try harder.
2	2189 2570	Fire at will.
2	2387 2421	Fire when ready.
2	2658 2943	Group-Think.
2	4553 4556	Select [public discovery] topics are deemed and ranked in priority order [ranking determines use of assets [big-to-small]].
1	43	Simply be diligent - phone numbers will be provided if you witness an uprising or other domestic violence (in addition to 911).
1	66	Re-review all my crumbs including today/yesterday/weekend.
1	111	Refocus again.
1	128	Re-review graphic (in full) each day post news release.
1	128	Picture provides 40,000ft. v.
1	251	Re-review RED_RED stringer.
1	306	Re-review the map post relevant news drops.
1	316	Re-listen to yesterday's speech.
1	325	Hope the $7.8mm was worth it.
1	414	Hope you enjoyed the Xmas decor!
1	535	Try to get some sleep, it must be difficult.
1	599	Honor those who serve.
1	617	Select news members / journalists are vital to delivering the message (as are YOU).
1	617	Total control re: MSM.
1	738	Understand one simple fact - the US is connected to the rest of the world.
1	806	Scroll through both docs.
1	863	Total viewers limited.
1	972	Shine the LIGHT BRIGHT [DOA].
1	976	Fire in the hole.
1	1059	�Watch the news.�
1	1079	Fly High.
1	1175	Strike Package 111V-B.
1	1183	Push to DIVIDE is strong.
1	1232	Fire up those Memes!
1	1252	Learn the TRUTH.
1	1287	Insert Rudy.
1	1290	Hope not.
1	1318	Think Offshore.
1	1359	Trade between Germany and Iran reached 3.4 billion euros ($4 billion) last year, according to BGA, another foreign trade association.�
1	1359	Total S.A. is a French multinational integrated oil and gas company and one of the seven "Supermajor" oil companies in the world.
1	1432	Love does not delight in evil but rejoices with the truth.
1	1432	Love never fails."
1	1509	Obtain name.
1	1589	INSERT ASSETS.
1	1636	Use of symbolism to push strength and belonging to something powerful.
1	1646	"Be on your guard; stand firm in the faith; be courageous; be strong."
1	1676	Fail they will."
1	1712	Put to death, therefore, whatever belongs to your earthly nature: sexual immorality, impurity, lust, evil desires and greed, which is idolatry.
1	1912	Resist OP will not provide enough public support for cover.
1	2306	Use of that 'something' to 'frame' Justice K.
1	2332	Think DECLAS.
1	2660	Deboard train and walk away.
1	2664	We must bring honesty back to journalism and reporting!"
1	2730	Honor & respect.
1	2815	Insert 'info' between critical & from.
1	2974	"Fire."
1	2992	Re-review past drops.
1	3173	FIRE AT WILL, COMMANDER.
1	3229	Reference correct.
1	3297	HONOR & RESPECT!
1	3383	Imagine what would happen, if, by law, every US Congressman/woman, US Senator, President etc. was by US law audited every 1-2 years by an independent agency.
1	3409	(Compare & Contrast) 45-RALLY vs ANY SINGLE ONE of the [D�s].
1	3425	"FIND OUT THE PEOPLE THAT WENT TO THAT ISLAND."
1	3426	Try Harder!
1	3889	Love and Light, Patriot.
1	3968	Do you think it was Sen.
1	4105	Support will always be provided [undisclosed methods].
1	4397	Be Strong in the Lord.
1	4397	Put on the full armor of God, so that you can take your stand against the devil's schemes.
1	4429	17 Take the helmet of salvation and the sword of the Spirit, which is the word of God.
1	4519	Honor-bound.
1	4683	Have.
1	4688	Protect Biden from embarrassment re: mental health [clear cognitive decline], Q&A, rally attendance crowd size, lack of enthusiasm, etc.
1	4717	"Spread Fire."
1	4739	Forgive my sins, so that I may be clean in your righteousness.
1	4739	Make me brave, so I can stand and fight the spiritual battles in my life and in our world.
1	4739	Give me your wisdom and discernment so I won't be caught off guard.
1	4739	Help us to avoid temptation, and deliver us from evil, Lord.
