22	47 49 50 52 53	Alice & Wonderland.
11	80 97 98 111 112	Snow White.
11	97 98 111 112 113	Godfather III.
6	432 522 586 772 1083	AS THE WORLD TURNS.
6	2109 2196 2210 2252 2525	Rosenstein.
5	68 68 68 68 99	HUMA.
5	111 249 834 989 1138	Twitter.
5	128 140 142 158 1245	Iron Eagle.
5	258 834 936 988 990	NK.
5	718 834 988 1069 1345	U1.
5	936 1278 1788 1791 2569	POTUS.
4	258 1164 1223 1708	Hussein.
4	520 679 1254 1848	IRON EAGLE.
4	559 1223 1443 1708	LL.
4	675 1380 1443 1708	PS.
4	834 989 1135 1138	Facebook.
4	1235 1235 1235 1765	SA.
4	1241 1286 2695 2695	President.
4	1589 1816 1816 1816	FISA.
3	217 350 354	Clowns In America.
3	350 354 1708	Rice.
3	559 1223 1708	HRC.
3	559 559 1443	JC.
3	559 995 1169	RR.
3	988 1235 1380	FBI.
3	988 2196 4738	Mueller.
3	1753 1973 3674	Huber.
3	1830 2552 4820	THE CLINTON FOUNDATION.
3	2678 2678 2678	RUSSIA!
3	2840 2840 2840	Mitt Romney.
3	4697 4824 4836	Ryan.
2	3 6	Operation Mockingbird.
2	14 36	Military Intelligence.
2	92 111	Las Vegas.
2	97 97	MS13.
2	99 2502	Soros.
2	133 4623	Epstein island.
2	158 1266	No Such Agency.
2	165 166	Jason Bourne (Deep Dream).
2	194 195	Iran Deal.
2	200 208	Rizvi Traverse Management.
2	288 846	As The World Turns.
2	315 1226	As the World Turns.
2	350 354	Federal Reserve.
2	437 438	SpaceX.
2	437 438	EYE OF RA.
2	513 521	PATRIOTS.
2	559 1235	VJ.
2	622 664	Black Forest.
2	628 760	John Perry Barlow.
2	742 743	Mika Brzezinski.
2	892 959	RT.
2	988 1380	DOJ.
2	989 1104	GOOG.
2	995 1231	MOAB.
2	1013 1104	TWITTER.
2	1067 1135	China.
2	1067 1120	Chongqing.
2	1097 1235	AWAN.
2	1106 1136	Syria.
2	1135 1337	Building 8.
2	1180 1364	Rudy.
2	1195 1708	JA.
2	1203 1208	AS.
2	1208 1214	Mack.
2	1297 4637	Patriots.
2	1328 1463	Patriot.
2	1337 1877	DARPA.
2	1443 1708	LP.
2	1452 1453	IG>Huber.
2	1550 1556	Amanda Renteria.
2	1573 3532	House of Cards.
2	1765 3674	CF.
1	85	Seth Rich.
1	97	Flynn.
1	99	Mockingbird.
